"year";"month";"week_of_year";"day_of_week";"traffic";"outdoor";"radio";"internet";"komunikacja";"event";"temp";"cisnienie"
2017;3;11;7;15782;930.97;0;480.5;0;3225.81;7;991.92
2017;3;12;1;18753;930.97;0;480.5;0;3225.81;11;991.92
2017;3;12;2;20478;930.97;0;480.5;0;3225.81;13;993.91
2017;3;12;3;19904;930.97;0;480.5;0;3225.81;9;999.92
2017;3;12;4;19948;930.97;0;0;0;3225.81;8;1004.59
2017;3;12;5;20539;930.97;0;0;0;3225.81;10;1010.25
2017;3;12;6;19492;930.97;0;0;0;3225.81;11;1013.25
2017;3;12;7;14289;930.97;0;0;0;3225.81;9;1010.25
2017;3;13;1;19344;930.97;0;0;0;3225.81;14;1011.58
2017;3;13;2;19036;930.97;0;0;0;3225.81;18;1007.92
2017;3;13;3;20277;930.97;0;0;0;3225.81;18;1005.58
2017;3;13;4;20264;930.97;0;0;0;3225.81;14;1010.25
2017;3;13;5;24118;930.97;0;0;0;3225.81;20;1008.25
2017;4;13;6;19194;778.67;0;0;264;0;21;1000.58
2017;4;13;7;15190;778.67;0;0;264;0;21;998.58
2017;4;14;1;19850;778.67;0;0;264;0;15;1006.92
2017;4;14;2;19615;778.67;0;0;264;0;15;1007.92
2017;4;14;3;20313;778.67;0;0;264;0;12;1004.91
2017;4;14;4;21020;778.67;0;0;264;0;8;1001.25
2017;4;14;5;21943;778.67;0;0;264;0;8;1001.59
2017;4;14;6;19863;778.67;0;0;264;0;11;1005.58
2017;4;14;7;15605;778.67;0;0;264;0;15;1010.91
2017;4;15;1;20909;778.67;0;0;264;0;21;1003.91
2017;4;15;2;21249;778.67;0;0;264;0;8;1003.25
2017;4;15;3;22408;778.67;0;0;264;0;11;1002.58
2017;4;15;4;22140;778.67;0;0;264;0;11;993.25
2017;4;15;5;19412;778.67;0;0;264;0;10;997.58
2017;4;16;2;21223;778.67;0;0;264;0;5;1001.25
2017;4;16;3;21839;778.67;2035;833.33;264;0;6;1009.92
2017;4;16;4;22894;778.67;2035;833.33;264;0;7;1016.25
2017;4;16;5;25172;778.67;2035;833.33;264;0;12;1012.59
2017;4;16;6;22931;778.67;2035;833.33;264;3655.96;8;1001.92
2017;4;16;7;15780;778.67;2035;833.33;264;1155.96;8;1001.91
2017;4;17;1;21063;778.67;0;833.33;264;1155.96;11;1003.25
2017;4;17;2;20985;778.67;0;0;264;1155.96;17;992.92
2017;4;17;3;21461;778.67;0;0;264;1155.96;8;995.25
2017;4;17;4;22309;778.67;0;0;264;1155.96;9;998.92
2017;4;17;5;22303;778.67;0;0;264;1155.96;6;997.59
2017;4;17;6;18646;778.67;0;0;264;1155.96;13;999.92
2017;4;17;7;14917;778.67;0;0;264;1155.96;13;1005.25
2017;5;18;2;21528;1396.45;0;0;255.48;1155.96;14;1002.58
2017;5;18;4;21491;1396.45;0;0;255.48;1155.96;13;1001.92
2017;5;18;5;21678;1396.45;0;0;255.48;1155.96;19;1002.25
2017;5;18;6;18302;1396.45;0;0;255.48;1155.96;18;1001.25
2017;5;18;7;14430;1396.45;0;0;255.48;1155.96;15;994.91
2017;5;19;1;21701;1396.45;761.54;437.5;255.48;1155.96;14;996.25
2017;5;19;2;21696;1396.45;761.54;437.5;255.48;1155.96;9;1001.58
2017;5;19;3;21843;1396.45;761.54;437.5;255.48;1155.96;12;998.59
2017;5;19;4;21773;1396.45;761.54;437.5;255.48;1155.96;20;993.25
2017;5;19;5;22764;1396.45;761.54;437.5;255.48;1155.96;21;990.26
2017;5;19;6;20185;1396.45;761.54;437.5;255.48;5255.96;21;994.59
2017;5;19;7;13645;1396.45;0;437.5;255.48;1155.96;23;1003.25
2017;5;20;1;20521;1396.45;0;437.5;255.48;1155.96;21;1009.58
2017;5;20;2;20190;1396.45;0;437.5;255.48;1155.96;20;1014.25
2017;5;20;3;21636;1396.45;0;437.5;255.48;1155.96;22;1012.25
2017;5;20;4;21597;1396.45;0;437.5;255.48;1155.96;24;1004.25
2017;5;20;5;21853;1396.45;0;437.5;255.48;1155.96;26;998.58
2017;5;20;6;18694;1396.45;761.54;437.5;255.48;1155.96;17;999.92
2017;5;20;7;12973;1396.45;761.54;437.5;255.48;1155.96;20;1007.59
2017;5;21;1;19388;1396.45;761.54;437.5;255.48;1155.96;21;1007.25
2017;5;21;2;19585;1396.45;761.54;437.5;255.48;1155.96;25;1002.25
2017;5;21;3;20966;1396.45;761.54;0;255.48;1155.96;14;1000.92
2017;5;21;4;22283;1396.45;761.54;0;255.48;1155.96;19;1003.92
2017;5;21;5;23268;1396.45;761.54;0;255.48;1155.96;22;1004.92
2017;5;21;6;18515;1396.45;0;0;255.48;1155.96;23;1007.92
2017;5;21;7;13556;1396.45;0;0;255.48;1155.96;25;1008.58
2017;5;22;1;20006;1396.45;0;0;255.48;1155.96;28;1002.25
2017;5;22;2;20234;1396.45;0;0;255.48;1155.96;31;998.25
2017;5;22;3;22776;1396.45;0;0;255.48;1155.96;23;1000.91
2017;6;22;4;25834;930.67;0;400;264;2655.96;20;1005.25
2017;6;22;5;22698;930.67;0;400;264;1155.96;24;1004.25
2017;6;22;6;19767;930.67;0;400;264;6155.96;24;1002.58
2017;6;23;1;21265;930.67;825;400;264;1155.96;24;1000.25
2017;6;23;2;20010;930.67;825;400;264;1155.96;24;994.59
2017;6;23;3;22206;930.67;825;400;264;1155.96;20;996.25
2017;6;23;4;21561;930.67;825;400;264;1155.96;21;1004.92
2017;6;23;5;22772;930.67;825;400;264;1155.96;25;1002.92
2017;6;23;6;19340;930.67;825;400;264;5255.96;20;1002.59
2017;6;23;7;14311;930.67;0;0;264;1155.96;25;1006.25
2017;6;24;1;20000;930.67;0;0;264;1155.96;23;998.25
2017;6;24;2;21597;930.67;0;0;264;1155.96;19;999.59
2017;6;24;3;22052;930.67;0;0;264;1155.96;20;1002.92
2017;6;24;5;22777;930.67;0;0;264;1155.96;24;998.58
2017;6;24;6;18177;930.67;0;0;264;1155.96;13;1002.92
2017;6;24;7;12372;930.67;0;0;264;1155.96;23;1008.25
2017;6;25;1;20342;930.67;0;0;264;1155.96;28;1008.58
2017;6;25;2;21186;930.67;0;0;264;1155.96;30;1002.25
2017;6;25;3;22527;930.67;0;0;264;1155.96;24;1001.91
2017;6;25;4;22073;930.67;0;0;264;1155.96;27;1000.58
2017;6;25;5;23034;930.67;0;0;264;1155.96;23;995.25
2017;6;25;6;16423;930.67;0;0;264;1155.96;26;998.91
2017;6;25;7;13013;930.67;0;0;264;1155.96;27;997.58
2017;6;26;1;21237;930.67;0;0;264;1155.96;23;996.92
2017;6;26;2;20996;930.67;0;0;264;1155.96;27;998.25
2017;6;26;3;22025;930.67;0;0;264;1155.96;30;990.25
2017;6;26;4;22285;930.67;0;0;264;1155.96;26;980.92
2017;6;26;5;23245;930.67;0;0;264;1155.96;22;986.92
2017;7;26;6;16066;325.81;0;0;0;1155.96;23;992.25
2017;7;26;7;13574;325.81;0;0;0;1155.96;19;996.25
2017;7;27;1;20638;325.81;825;666.67;0;1155.96;20;1003.92
2017;7;27;2;20234;325.81;825;666.67;0;1155.96;22;1003.59
2017;7;27;3;20911;325.81;825;666.67;0;1155.96;23;1004.25
2017;7;27;4;20150;325.81;825;666.67;0;1155.96;23;1005.25
2017;7;27;5;20073;325.81;825;666.67;0;1155.96;21;1009.09
2017;7;27;6;16032;325.81;825;666.67;0;5255.96;24;1008.47
2017;7;27;7;11879;325.81;0;0;0;1155.96;26;1008.82
2017;7;28;1;21094;325.81;0;0;0;1155.96;28;1000.91
2017;7;28;2;21166;325.81;0;0;0;1155.96;22;1005.12
2017;7;28;3;21545;325.81;0;0;0;1155.96;24;1003.32
2017;7;28;4;20505;325.81;0;0;0;1155.96;18;1011.91
2017;7;28;5;19372;325.81;0;0;0;1155.96;19;1009.48
2017;7;28;6;13854;325.81;0;0;0;1155.96;22;1011.82
2017;7;28;7;10768;325.81;0;0;0;1155.96;23;1016.38
2017;7;29;1;18627;325.81;0;0;0;1155.96;20;1013.79
2017;7;29;2;18973;325.81;0;0;0;1155.96;24;1015.5
2017;7;29;3;18646;325.81;0;0;0;1155.96;27;1010.33
2017;7;29;4;17973;325.81;0;0;0;1155.96;26;1003.72
2017;7;29;5;17945;325.81;0;0;0;1155.96;25;1007.93
2017;7;29;6;12320;325.81;0;0;0;1155.96;28;1008.27
2017;7;29;7;10240;325.81;0;0;0;1155.96;26;1006.96
2017;7;30;1;17753;325.81;0;0;0;1155.96;24;1002.36
2017;7;30;2;18669;325.81;0;0;0;1155.96;21;992.04
2017;7;30;3;19043;325.81;0;0;0;1155.96;18;992.02
2017;7;30;4;18892;325.81;0;0;0;1155.96;19;1001.65
2017;7;30;5;18895;325.81;0;0;0;1155.96;23;1005.47
2017;7;30;6;13153;325.81;0;0;0;1155.96;25;1009.51
2017;7;30;7;10112;325.81;0;0;0;1155.96;32;1005.51
2017;7;31;1;18727;325.81;0;0;0;1155.96;31;1012.23
2017;8;31;2;18543;325.81;0;0;0;1155.96;34;1008.58
2017;8;31;3;19005;325.81;0;0;0;1155.96;28;1012.03
2017;8;31;4;18897;325.81;0;0;0;1155.96;24;1007.36
2017;8;31;5;18142;325.81;0;0;0;1155.96;26;1005.58
2017;8;31;6;12502;325.81;0;0;0;1155.96;28;1006.57
2017;8;31;7;10216;325.81;0;0;0;1155.96;21;1015.58
2017;8;32;1;18759;325.81;825;666.67;0;1155.96;23;1014.95
2017;8;32;2;17736;325.81;825;666.67;0;1155.96;25;1009.48
2017;8;32;3;18756;325.81;825;666.67;0;1155.96;27;1010.67
2017;8;32;4;18621;325.81;825;666.67;0;1155.96;26;1007.94
2017;8;32;5;18913;325.81;825;666.67;0;1155.96;23;1002.03
2017;8;32;6;14478;325.81;825;666.67;0;1155.96;18;1009.69
2017;8;32;7;11460;325.81;0;0;0;1155.96;21;1012.89
2017;8;33;1;18212;325.81;0;0;0;1155.96;22;1016.99
2017;8;33;3;19432;325.81;0;0;0;1155.96;20;1014.66
2017;8;33;4;18922;325.81;0;0;0;1155.96;26;1012.35
2017;8;33;5;17692;325.81;0;0;0;1155.96;30;1007.6
2017;8;33;6;12836;325.81;0;0;0;1155.96;21;1012.3
2017;8;33;7;10510;325.81;0;0;0;1155.96;20;1013.7
2017;8;34;1;18213;325.81;0;0;0;1155.96;18;1013.77
2017;8;34;2;17886;325.81;0;0;0;1155.96;18;1012
2017;8;34;3;18715;325.81;0;0;0;1155.96;20;1011.79
2017;8;34;4;18539;325.81;0;0;0;1155.96;23;1009.38
2017;8;34;5;17664;325.81;0;0;0;1155.96;24;1011.83
2017;8;34;6;12557;325.81;0;0;0;1155.96;24;1008.08
2017;8;34;7;9901;325.81;0;0;0;1155.96;23;1009.66
